tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.1	-	-	CUFF.1	-	-	chr1:3204779-3205735	-	-	6.46213	4.97999	7.94426	OK
CUFF.2	-	-	CUFF.2	-	-	chr1:3216049-3216567	-	-	8.70728	6.06501	11.3496	OK
CUFF.3	-	-	CUFF.3	-	-	chr1:3205805-3206764	-	-	12.5429	10.5082	14.5776	OK
CUFF.4	-	-	CUFF.4	-	-	chr1:3206838-3214307	-	-	9.88747	8.32949	11.4454	OK
CUFF.5	-	-	CUFF.5	-	-	chr1:3214369-3215982	-	-	9.47072	8.15814	10.7833	OK
CUFF.6	-	-	CUFF.6	-	-	chr1:3199879-3204541	-	-	14.431	13.5244	15.3377	OK
CUFF.7	-	-	CUFF.7	-	-	chr1:3216617-3216950	-	-	10.8899	6.32582	15.454	OK
CUFF.8	-	-	CUFF.8	-	-	chr1:4491486-4491670	-	-	45.6383	22.8191	68.4574	OK
CUFF.9	-	-	CUFF.9	-	-	chr1:4687892-4688170	-	-	23.9364	15.3393	32.5335	OK
CUFF.10	-	-	CUFF.10	-	-	chr1:4688854-4689239	-	-	20.6819	15.2737	26.09	OK
CUFF.11	-	-	CUFF.11	-	-	chr1:4774656-4774928	-	-	19.409	11.4319	27.3861	OK
CUFF.12	-	-	CUFF.12	-	-	chr1:4771123-4772355	-	-	32.5005	29.6687	35.3323	OK
CUFF.13	-	-	CUFF.13	-	-	chr1:4839383-4841120	-	-	65.2634	50.4413	80.0855	OK
CUFF.15	-	-	CUFF.15	-	-	chr1:4828584-4837075	-	-	69.0802	52.9192	85.2412	OK
CUFF.14	-	-	CUFF.14	-	-	chr1:4776381-4785685	-	-	36.8275	33.3607	40.2943	OK
CUFF.16	-	-	CUFF.16	-	-	chr1:4844962-4846725	-	-	22.2808	20.3652	24.1964	OK
CUFF.17	-	-	CUFF.17	-	-	chr1:4878025-4878127	-	-	1085.26	754.279	1416.24	OK
CUFF.18	-	-	CUFF.18	-	-	chr1:4889457-4889602	-	-	477.842	362.812	592.872	OK
CUFF.19	-	-	CUFF.19	-	-	chr1:4898029-4898207	-	-	41.6438	18.544	64.7436	OK
CUFF.20	-	-	CUFF.20	-	-	chr1:4899063-4899228	-	-	58.6765	27.3126	90.0405	OK
CUFF.21	-	-	CUFF.21	-	-	chr1:4905005-4905593	-	-	6.3161	4.29109	8.34111	OK
CUFF.22	-	-	CUFF.22	-	-	chr1:4905870-4906029	-	-	71.7924	34.3784	109.206	OK
CUFF.23	-	-	CUFF.23	-	-	chr1:4906096-4906195	-	-	392.154	182.539	601.769	OK
CUFF.24	-	-	CUFF.24	-	-	chr1:4906393-4906646	-	-	21.0347	11.8544	30.215	OK
CUFF.25	-	-	CUFF.25	-	-	chr1:4906735-4907071	-	-	7.87781	4.05651	11.6991	OK
CUFF.26	-	-	CUFF.26	-	-	chr1:4909575-4916981	-	-	36.7569	33.9785	39.5353	OK
CUFF.27	-	-	CUFF.27	-	-	chr1:5162601-5162901	-	-	13.5657	7.78128	19.3502	OK
CUFF.28	-	-	CUFF.28	-	-	chr1:5162957-5163192	-	-	23.9226	12.9307	34.9145	OK
CUFF.29	-	-	CUFF.29	-	-	chr1:5170620-5170665	-	-	21908.9	9756.01	34061.7	OK
CUFF.30	-	-	CUFF.30	-	-	chr1:5275620-5275685	-	-	2136.16	927.998	3344.32	OK
CUFF.31	-	-	CUFF.31	-	-	chr1:5603808-5603981	-	-	38.9612	15.4667	62.4557	OK
CUFF.32	-	-	CUFF.32	-	-	chr1:5604361-5604451	-	-	530.415	236.194	824.636	OK
CUFF.33	-	-	CUFF.33	-	-	chr1:5604606-5604854	-	-	12.774	5.37096	20.177	OK
CUFF.34	-	-	CUFF.34	-	-	chr1:5605058-5605231	-	-	35.4193	12.5495	58.2891	OK
CUFF.35	-	-	CUFF.35	-	-	chr1:5605784-5605904	-	-	147.961	58.737	237.184	OK
CUFF.36	-	-	CUFF.36	-	-	chr1:5605639-5605716	-	-	855.374	339.564	1371.18	OK
CUFF.37	-	-	CUFF.37	-	-	chr1:6234230-6238456	-	-	28.7278	22.0238	35.4318	OK
CUFF.38	-	-	CUFF.38	-	-	chr1:6239990-6240377	-	-	25.3633	19.4512	31.2753	OK
CUFF.39	-	-	CUFF.39	-	-	chr1:6227941-6234088	-	-	8.36875	4.62613	12.1114	OK
CUFF.40	-	-	CUFF.40	-	-	chr1:6244105-6244276	-	-	101.498	62.4381	140.559	OK
CUFF.41	-	-	CUFF.41	-	-	chr1:6244797-6245643	-	-	20.3528	16.1983	24.5072	OK
CUFF.42	-	-	CUFF.42	-	-	chr1:6270691-6272761	-	-	110.422	78.7602	142.084	OK
CUFF.44	-	-	CUFF.44	-	-	chr1:6275752-6276154	-	-	7.1968	4.18054	10.2131	OK
CUFF.45	-	-	CUFF.45	-	-	chr1:6274197-6275471	-	-	27.9057	25.3406	30.4708	OK
CUFF.43	-	-	CUFF.43	-	-	chr1:6247710-6268756	-	-	18.4067	17.0651	19.7482	OK
CUFF.46	-	-	CUFF.46	-	-	chr1:5083218-5162530	-	-	137.947	131.111	144.783	OK
CUFF.47	-	-	CUFF.47	-	-	chr1:6429936-6430203	-	-	25.6015	16.2532	34.9499	OK
CUFF.48	-	-	CUFF.48	-	-	chr1:6802704-6803010	-	-	8.19443	3.81432	12.5745	OK
CUFF.49	-	-	CUFF.49	-	-	chr1:6859200-6859280	-	-	727.267	288.708	1165.82	OK
CUFF.50	-	-	CUFF.50	-	-	chr1:6859421-6859531	-	-	261.512	121.728	401.296	OK
CUFF.51	-	-	CUFF.51	-	-	chr1:6859755-6860034	-	-	11.2832	5.40306	17.1633	OK
CUFF.52	-	-	CUFF.52	-	-	chr1:8359917-8360536	-	-	12.891	10.0931	15.6888	OK
