Group,PRJNA252803_logFC,PRJNA252803_logCPM,PRJNA252803_LR,PRJNA252803_PValue,PRJNA252803_gene_names
group_11943,-0.654020458104705,7.63580060282118,7.63172568908622,0.00573504035483457,GSTA4
group_12036,-1.5890651543979,4.36842416632011,6.96712690525242,0.00830206905542001,WDR92
group_14821,-1.15543935993521,8.79928342941766,9.87016951305214,0.00167980031269655,HBB1
group_15179,-1.00765611092648,7.64554798260951,11.6228895207481,0.000651451171097102,FABP7
group_15209,-0.943080472236476,5.78053857185303,9.34833663813747,0.00223187940698917,RPP29
group_34647,-1.24422960397456,5.2099317140844,9.14855151439448,0.00248915032143625,CTNA1
group_35154,1.82488407444777,5.01202963494961,14.8219566604647,0.000118151859280117,MYCB2
group_547,1.42046090216911,4.84168605705593,9.00868634443531,0.00268699478770284,ANR27
group_5953,-1.28050218834812,8.24424152767027,11.1814825948926,0.000826177289440377,HBA
group_6170,-1.18753875199646,5.26140780398836,9.11685866131045,0.00253264495503178,MCCB
group_6903,1.00507362611849,5.67061370879174,7.93651757238769,0.00484469794078349,FCRL2
group_8146,1.53117876472734,4.33819629104646,7.08478449792614,0.0077741167615432,RASF5
group_873,1.30432194846823,4.66512515178797,6.78930784550058,0.00917054580649928,NTNG1|NTNG2
